make_model_fac,panel_year,n_total,has_both,sample
All-DW|Diesel-Only|0-4yr,2006,807,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2007,798,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2008,792,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2009,786,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2010,776,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2011,763,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2012,759,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2013,747,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2014,738,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2015,732,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2016,724,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2017,715,1,Full incumbent (no CEM)
All-DW|Diesel-Only|0-4yr,2018,703,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,1990,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,1991,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,1992,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,1993,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,1994,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,1995,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,1996,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,1997,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,1998,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,1999,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2000,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2001,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2002,45,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2003,45,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2004,45,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2005,44,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2006,44,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2007,41,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2008,41,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2009,41,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2010,41,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2011,41,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2012,40,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2013,39,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2014,38,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2015,37,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2016,36,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2017,36,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|15-19yr,2018,36,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,1990,374,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,1991,374,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,1992,374,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,1993,374,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,1994,374,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,1995,374,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,1996,374,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,1997,374,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,1998,374,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,1999,372,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2000,365,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2001,354,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2002,341,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2003,328,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2004,322,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2005,316,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2006,309,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2007,304,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2008,291,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2009,280,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2010,274,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2011,264,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2012,262,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2013,258,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2014,257,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2015,254,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,1991,183,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,1992,198,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,1993,210,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,1994,210,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,1995,210,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,1996,210,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,1997,210,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,1998,210,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,1999,210,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2000,210,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2001,209,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2002,209,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2003,208,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2004,205,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2005,203,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2006,200,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2007,198,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2008,196,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2009,192,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2010,190,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2011,189,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2012,189,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2013,187,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2014,183,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,1990,261,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,1991,261,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,1992,261,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,1993,261,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,1994,261,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,1995,261,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,1996,261,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,1997,261,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,1998,261,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,1999,260,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2000,253,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2001,247,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2002,242,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2003,240,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2004,238,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2005,235,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2006,230,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2007,226,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2008,222,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2009,217,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2010,204,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2011,198,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2012,195,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2013,192,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2014,187,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2015,179,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2016,172,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2017,167,1,Full incumbent (no CEM)
All-DW|Diesel-Only|10-14yr,2018,162,1,Full incumbent (no CEM)
All-SW|Diesel-Only|20-24yr,2012,734,1,Full incumbent (no CEM)
All-SW|Diesel-Only|20-24yr,2013,725,1,Full incumbent (no CEM)
All-SW|Diesel-Only|20-24yr,2014,720,1,Full incumbent (no CEM)
All-SW|Diesel-Only|20-24yr,2015,718,1,Full incumbent (no CEM)
All-SW|Diesel-Only|20-24yr,2016,714,1,Full incumbent (no CEM)
All-SW|Diesel-Only|20-24yr,2017,710,1,Full incumbent (no CEM)
All-SW|Diesel-Only|20-24yr,2018,705,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,1990,50,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,1991,50,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,1992,51,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,1993,50,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,1994,63,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,1995,84,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,1996,91,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,1997,106,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,1998,118,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,1999,118,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2000,118,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2001,118,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2002,118,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2003,116,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2004,116,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2005,115,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2006,115,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2007,115,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2008,115,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2009,114,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2010,112,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2011,112,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2012,112,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2013,111,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2014,109,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2015,109,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2016,109,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2017,107,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|0-4yr,2018,107,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,1990,155,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2015,181,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2016,178,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2017,170,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|5-9yr,2018,163,1,Full incumbent (no CEM)
All-SW|Diesel-Only|15-19yr,2008,949,1,Full incumbent (no CEM)
All-SW|Diesel-Only|15-19yr,2009,924,1,Full incumbent (no CEM)
All-SW|Diesel-Only|15-19yr,2010,911,1,Full incumbent (no CEM)
All-SW|Diesel-Only|15-19yr,2011,895,1,Full incumbent (no CEM)
All-SW|Diesel-Only|15-19yr,2012,881,1,Full incumbent (no CEM)
All-SW|Diesel-Only|15-19yr,2013,869,1,Full incumbent (no CEM)
All-SW|Diesel-Only|15-19yr,2014,855,1,Full incumbent (no CEM)
All-SW|Diesel-Only|15-19yr,2015,847,1,Full incumbent (no CEM)
All-SW|Diesel-Only|15-19yr,2016,841,1,Full incumbent (no CEM)
All-SW|Diesel-Only|15-19yr,2017,828,1,Full incumbent (no CEM)
All-SW|Diesel-Only|15-19yr,2018,823,1,Full incumbent (no CEM)
All-SW|Diesel-Only|0-4yr,2018,597,1,Full incumbent (no CEM)
All-DW|Diesel-Only|5-9yr,2016,682,1,Full incumbent (no CEM)
All-DW|Diesel-Only|5-9yr,2017,659,1,Full incumbent (no CEM)
All-DW|Diesel-Only|5-9yr,2018,641,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,1990,573,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,1991,573,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,1992,573,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,1993,573,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,1994,573,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,1995,573,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,1996,573,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,1997,573,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,1998,573,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,1999,573,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2000,565,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2001,561,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2002,551,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2003,539,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2004,527,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2005,515,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2006,506,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2007,500,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2008,489,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2009,474,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2010,463,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2011,456,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2012,445,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2013,443,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2014,440,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2015,439,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2016,435,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2017,433,1,Full incumbent (no CEM)
Mixed|Mixed-Or-Other|25yr+,2018,431,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,1990,751,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,1991,751,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,1992,751,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,1993,751,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,1994,751,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,1995,751,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,1996,751,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,1997,751,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,1998,751,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,1999,751,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2000,727,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2001,715,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2002,708,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2003,698,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2004,686,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2005,677,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2006,668,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2007,658,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2008,642,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2009,636,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2010,624,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2011,609,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2012,603,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2013,595,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2014,585,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,1990,49,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,1991,49,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,1992,49,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,1993,49,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,1994,49,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,1995,49,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,1996,49,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,1997,49,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,1998,49,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,1999,49,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2000,48,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2001,47,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2002,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2003,46,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2004,44,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2005,44,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2006,43,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2007,43,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2008,40,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2009,39,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2010,38,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2011,38,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2012,35,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2013,34,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2014,34,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2015,32,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2016,32,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2017,30,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|10-14yr,2018,28,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,1990,58,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,1991,58,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,1992,58,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,1993,58,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,1994,58,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,1995,58,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,1996,58,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,1997,58,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,1998,58,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,1999,58,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2000,55,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2001,54,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2002,53,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2003,51,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2004,50,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2005,49,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2006,49,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2007,49,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2008,48,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2009,48,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2010,47,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2011,46,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2012,46,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2013,45,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2014,45,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2015,45,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2016,45,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2017,45,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|20-24yr,2018,43,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2015,574,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2016,564,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2017,557,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|10-14yr,2018,546,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,1990,95,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,1991,95,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,1992,95,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,1993,95,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,1994,95,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,1995,95,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,1996,95,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,1997,95,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,1998,95,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,1999,95,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2000,92,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2001,89,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2002,88,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2003,85,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2004,80,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2005,78,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2006,77,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2007,73,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2008,68,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2009,66,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2010,62,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2011,60,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2012,58,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2013,56,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2014,54,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2015,55,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2016,55,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2017,55,1,Full incumbent (no CEM)
All-DW|Mixed-Or-Other|25yr+,2018,55,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|20-24yr,1990,34,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|20-24yr,1991,34,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|20-24yr,1992,34,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|20-24yr,1993,34,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|20-24yr,1994,34,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|20-24yr,1995,34,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|20-24yr,1996,34,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|20-24yr,1997,34,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|20-24yr,1998,34,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2016,251,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2017,242,1,Full incumbent (no CEM)
All-DW|Gasoline-Only|10-14yr,2018,234,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|25yr+,1990,90,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|25yr+,1991,90,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|25yr+,1992,90,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|25yr+,1993,90,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|25yr+,1994,90,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|25yr+,1995,90,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|25yr+,1996,90,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|25yr+,1997,90,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|25yr+,1998,90,1,Full incumbent (no CEM)
Mixed|Gasoline-Only|25yr+,1999,90,1,Full incumbent (no CEM)
